Tags,plainCocane,Joncrash,marisfredo,MommyGreen,RaguAndSalsa,CatJack0,Pain_Train821,milkerlover,Robur38
stats_minecraft:mined_minecraft:yellow_shulker_box,0,0,0,34,0,0,0,0,11
stats_minecraft:mined_minecraft:yellow_stained_glass,0,0,0,9,0,0,0,0,44
stats_minecraft:mined_minecraft:yellow_stained_glass_pane,0,0,0,0,0,0,0,0,4
stats_minecraft:mined_minecraft:yellow_terracotta,0,0,0,0,0,0,0,0,42
stats_minecraft:mined_minecraft:yellow_wool,0,0,1,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:acacia_boat,0,8,15,17,0,0,0,2,47
stats_minecraft:picked_up_minecraft:acacia_door,0,0,0,1,0,3,0,0,0
stats_minecraft:picked_up_minecraft:acacia_fence,0,4,13,0,0,0,0,0,3
stats_minecraft:picked_up_minecraft:acacia_fence_gate,0,1,15,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:acacia_leaves,0,0,46,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:acacia_log,4,164,829,31,0,50,0,78,134
stats_minecraft:picked_up_minecraft:acacia_planks,0,7,520,1,0,0,0,1274,1
stats_minecraft:picked_up_minecraft:acacia_sapling,0,30,19,7,0,20,0,6,33
stats_minecraft:picked_up_minecraft:acacia_sign,0,0,26,0,0,0,0,3,0
stats_minecraft:picked_up_minecraft:acacia_slab,0,0,203,0,0,0,0,0,3
stats_minecraft:picked_up_minecraft:acacia_stairs,0,0,267,0,0,0,0,0,4
stats_minecraft:picked_up_minecraft:acacia_trapdoor,0,0,130,0,0,0,0,1,0
stats_minecraft:picked_up_minecraft:acacia_wood,0,0,0,2,0,0,0,0,0
stats_minecraft:picked_up_minecraft:amethyst_block,0,214,1384,968,57,10,0,0,0
stats_minecraft:picked_up_minecraft:amethyst_cluster,0,0,0,4,0,0,0,0,0
stats_minecraft:picked_up_minecraft:amethyst_shard,0,30,280,54,7,0,0,0,0
stats_minecraft:picked_up_minecraft:ancient_debris,0,0,2,32,0,0,0,28,8
stats_minecraft:picked_up_minecraft:andesite,76,141,2400,969,0,567,59,88,927
stats_minecraft:picked_up_minecraft:anvil,0,0,2,2,0,0,0,1,1
stats_minecraft:picked_up_minecraft:apple,9,1,55,6,5,10,6,5,18
stats_minecraft:picked_up_minecraft:armor_stand,0,0,6,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:arrow,638,41,124,634,105,73,316,150,391
stats_minecraft:picked_up_minecraft:azalea,0,0,0,2,0,28,0,0,0
stats_minecraft:picked_up_minecraft:azalea_leaves,0,0,0,0,0,44,0,0,0
stats_minecraft:picked_up_minecraft:azure_bluet,0,18,52,0,0,1,0,0,16
stats_minecraft:picked_up_minecraft:baked_potato,1,0,0,1,0,3,0,0,0
stats_minecraft:picked_up_minecraft:bamboo,33,61,518,16756,416,2255,173,607,1
stats_minecraft:picked_up_minecraft:barrel,0,1,61,0,0,31,0,0,0
stats_minecraft:picked_up_minecraft:basalt,0,0,0,67,0,0,0,0,3383
stats_minecraft:picked_up_minecraft:beacon,0,0,0,8,0,0,0,1,0
stats_minecraft:picked_up_minecraft:bee_nest,0,0,2,17,0,0,0,0,0
stats_minecraft:picked_up_minecraft:beef,135,23,227,744,34,275,4,47,2
stats_minecraft:picked_up_minecraft:beehive,0,1,1,31,0,0,0,0,0
stats_minecraft:picked_up_minecraft:beetroot,0,7,43,1,0,445,0,0,7
stats_minecraft:picked_up_minecraft:beetroot_seeds,0,22,166,22,0,1231,0,0,21
stats_minecraft:picked_up_minecraft:bell,0,2,2,7,0,3,0,0,0
stats_minecraft:picked_up_minecraft:birch_door,0,0,24,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:birch_fence,0,0,12,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:birch_leaves,0,0,0,52,0,0,0,0,0
stats_minecraft:picked_up_minecraft:birch_log,12,30,572,59,0,124,0,17,54
stats_minecraft:picked_up_minecraft:birch_planks,0,0,72,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:birch_pressure_plate,0,1,9,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:birch_sapling,2,5,26,10,0,47,0,5,3
stats_minecraft:picked_up_minecraft:birch_sign,0,0,0,0,0,3,0,0,0
stats_minecraft:picked_up_minecraft:birch_slab,0,0,25,0,0,1,0,0,0
stats_minecraft:picked_up_minecraft:birch_stairs,0,0,32,0,0,37,0,0,0
stats_minecraft:picked_up_minecraft:birch_trapdoor,0,0,78,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_banner,0,0,1,0,0,0,0,5,13
stats_minecraft:picked_up_minecraft:black_bed,0,0,0,0,0,0,0,0,10
stats_minecraft:picked_up_minecraft:black_carpet,0,0,16,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_concrete,0,0,90,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_concrete_powder,0,0,4,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_dye,0,0,25,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_shulker_box,0,0,0,25,0,0,0,0,0
stats_minecraft:picked_up_minecraft:black_stained_glass,0,0,0,73,0,0,0,613,58
stats_minecraft:picked_up_minecraft:black_wool,1,5,102,5,0,4,0,0,89
stats_minecraft:picked_up_minecraft:blackstone,0,0,128,662,0,0,0,576,660
stats_minecraft:picked_up_minecraft:blackstone_slab,0,0,0,80,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blackstone_wall,0,0,0,3,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blast_furnace,0,0,1,4,0,4,0,0,0
stats_minecraft:picked_up_minecraft:blaze_powder,0,0,0,0,0,0,0,0,31
stats_minecraft:picked_up_minecraft:blaze_rod,0,0,0,826,0,0,0,0,31
stats_minecraft:picked_up_minecraft:blue_bed,0,0,0,34,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_concrete,0,0,0,0,0,0,0,0,709
stats_minecraft:picked_up_minecraft:blue_dye,0,0,9,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_ice,0,0,0,111,0,0,0,0,513
stats_minecraft:picked_up_minecraft:blue_orchid,0,2,97,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_shulker_box,0,0,0,44,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_stained_glass,0,0,18,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_terracotta,0,1,1,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:blue_wool,0,4,18,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:bone,25,56,105,536,10,103,6,68,102
stats_minecraft:picked_up_minecraft:bone_block,0,0,0,0,0,0,0,35,0
stats_minecraft:picked_up_minecraft:bone_meal,0,33,256,531,0,25,0,1,57
stats_minecraft:picked_up_minecraft:book,12,4,222,141,0,19,0,4,24
stats_minecraft:picked_up_minecraft:bookshelf,0,0,0,0,0,0,0,35,0
stats_minecraft:picked_up_minecraft:bow,11,2,6,31,5,6,4,4,13
stats_minecraft:picked_up_minecraft:bowl,0,0,0,0,0,1,0,0,4
stats_minecraft:picked_up_minecraft:bread,111,6,78,186,152,180,118,49,336
stats_minecraft:picked_up_minecraft:brewing_stand,0,0,0,0,0,7,0,0,1
stats_minecraft:picked_up_minecraft:brick,0,0,196,0,0,0,0,0,444
stats_minecraft:picked_up_minecraft:brick_slab,0,0,0,0,0,169,0,0,0
stats_minecraft:picked_up_minecraft:bricks,0,0,0,0,0,1,0,0,0
stats_minecraft:picked_up_minecraft:brown_carpet,0,1,14,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:brown_mushroom,0,0,3,0,0,0,0,47,22
stats_minecraft:picked_up_minecraft:brown_terracotta,0,0,0,0,0,0,0,0,17
stats_minecraft:picked_up_minecraft:brown_wool,0,0,39,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:bucket,0,2,11,8,0,3,0,9,23
stats_minecraft:picked_up_minecraft:cactus,5,8,12,58,7,163,0,0,30
stats_minecraft:picked_up_minecraft:cake,0,0,0,3,3,0,0,0,0
stats_minecraft:picked_up_minecraft:calcite,0,109,1406,769,17,0,0,0,0
stats_minecraft:picked_up_minecraft:campfire,0,0,3,3,0,4,0,0,0
stats_minecraft:picked_up_minecraft:carrot,0,18,287,7794,86,2812,0,280,1006
stats_minecraft:picked_up_minecraft:cartography_table,0,0,1,1,0,3,0,0,0
stats_minecraft:picked_up_minecraft:carved_pumpkin,0,5,22,35,0,0,0,1,6
stats_minecraft:picked_up_minecraft:cauldron,0,0,7,5,0,0,0,0,0
stats_minecraft:picked_up_minecraft:chain,0,0,31,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:chainmail_chestplate,0,0,0,0,0,0,0,0,2
stats_minecraft:picked_up_minecraft:charcoal,0,0,16,10,0,31,0,0,0
stats_minecraft:picked_up_minecraft:chest,0,5,116,214,0,59,0,35,166
stats_minecraft:picked_up_minecraft:chicken,1,28,47,5,0,13,0,0,1
stats_minecraft:picked_up_minecraft:chipped_anvil,0,0,0,1,0,0,0,0,1
stats_minecraft:picked_up_minecraft:chiseled_deepslate,0,0,19,6,0,0,0,0,0
stats_minecraft:picked_up_minecraft:chiseled_polished_blackstone,0,0,0,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:chiseled_quartz_block,0,0,0,4,0,0,0,13,0
stats_minecraft:picked_up_minecraft:chiseled_sandstone,0,0,16,2,0,6,0,0,0
stats_minecraft:picked_up_minecraft:chiseled_stone_bricks,0,0,3,0,0,0,0,0,2
stats_minecraft:picked_up_minecraft:chorus_fruit,37,0,0,75,0,0,0,0,0
stats_minecraft:picked_up_minecraft:clay,0,0,0,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:clay_ball,0,0,204,0,0,2608,0,0,524
stats_minecraft:picked_up_minecraft:coal,110,366,3538,3102,32,721,28,594,1567
stats_minecraft:picked_up_minecraft:coal_block,0,1,0,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:coal_ore,0,0,0,147,0,0,0,0,98
stats_minecraft:picked_up_minecraft:coarse_dirt,0,0,0,4,0,36,0,0,0
stats_minecraft:picked_up_minecraft:cobbled_deepslate,131,151,2097,935,0,921,44,11676,372
stats_minecraft:picked_up_minecraft:cobbled_deepslate_slab,0,2,378,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cobbled_deepslate_stairs,0,0,149,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cobbled_deepslate_wall,0,0,115,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cobblestone,706,1128,5472,7636,186,3615,370,1522,11337
stats_minecraft:picked_up_minecraft:cobblestone_slab,0,0,0,8,0,0,0,12,0
stats_minecraft:picked_up_minecraft:cobblestone_stairs,0,0,0,8,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cobblestone_wall,0,0,6,4,0,10,0,0,7
stats_minecraft:picked_up_minecraft:cobweb,0,0,0,18,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cocoa_beans,0,0,30,0,0,22,0,0,176
stats_minecraft:picked_up_minecraft:cod,0,1,0,4,0,36,0,0,132
stats_minecraft:picked_up_minecraft:comparator,0,0,0,35,0,0,0,3,16
stats_minecraft:picked_up_minecraft:compass,0,0,0,0,0,3,0,0,0
stats_minecraft:picked_up_minecraft:composter,0,0,26,47,0,16,0,0,0
stats_minecraft:picked_up_minecraft:cooked_beef,106,19,113,217,77,20,180,407,7
stats_minecraft:picked_up_minecraft:cooked_chicken,1,0,17,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cooked_cod,0,0,28,1,0,6,0,70,32
stats_minecraft:picked_up_minecraft:cooked_mutton,144,0,67,89,28,0,134,0,6
stats_minecraft:picked_up_minecraft:cooked_porkchop,176,51,217,136,0,15,32,131,95
stats_minecraft:picked_up_minecraft:cooked_salmon,0,9,51,23,0,0,0,13,22
stats_minecraft:picked_up_minecraft:cookie,0,0,1,7,7,0,0,0,0
stats_minecraft:picked_up_minecraft:copper_block,0,0,7,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:copper_ingot,0,0,484,3,2,0,0,15,0
stats_minecraft:picked_up_minecraft:copper_ore,0,0,0,27,0,0,0,0,13
stats_minecraft:picked_up_minecraft:cornflower,1,15,105,11,3,15,0,2,96
stats_minecraft:picked_up_minecraft:cracked_polished_blackstone_bricks,0,0,0,5,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cracked_stone_bricks,0,0,0,9,0,0,0,5,0
stats_minecraft:picked_up_minecraft:crafting_table,4,9,44,75,1,25,0,35,16
stats_minecraft:picked_up_minecraft:crimson_fungus,0,0,0,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:crimson_nylium,0,0,0,2,0,0,0,0,3
stats_minecraft:picked_up_minecraft:crimson_planks,0,0,0,4,0,0,0,0,0
stats_minecraft:picked_up_minecraft:crimson_roots,6,0,3,3,0,0,0,3,0
stats_minecraft:picked_up_minecraft:crimson_stem,0,0,0,23,0,0,0,0,4
stats_minecraft:picked_up_minecraft:crimson_trapdoor,0,0,0,2,0,0,0,0,0
stats_minecraft:picked_up_minecraft:crossbow,3,3,11,41,5,2,3,28,1
stats_minecraft:picked_up_minecraft:crying_obsidian,0,0,0,42,0,0,0,5,0
stats_minecraft:picked_up_minecraft:cut_copper,0,0,23,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cut_copper_slab,0,0,6,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:cut_sandstone,0,4,30,45,0,287,0,0,9
stats_minecraft:picked_up_minecraft:cut_sandstone_slab,0,0,0,0,0,22,0,0,0
stats_minecraft:picked_up_minecraft:cyan_bed,3,0,0,35,0,0,1,0,0
stats_minecraft:picked_up_minecraft:cyan_dye,0,0,0,0,0,0,0,4,0
stats_minecraft:picked_up_minecraft:cyan_shulker_box,0,0,0,7,0,0,0,1,1
stats_minecraft:picked_up_minecraft:damaged_anvil,0,1,1,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dandelion,5,18,71,68,0,71,0,6,77
stats_minecraft:picked_up_minecraft:dark_oak_button,0,0,16,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_door,0,0,13,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_fence,0,12,164,0,0,0,0,1,2
stats_minecraft:picked_up_minecraft:dark_oak_fence_gate,0,2,57,0,0,0,0,1,0
stats_minecraft:picked_up_minecraft:dark_oak_leaves,0,0,65,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_log,1,74,2788,1,0,49,0,1,0
stats_minecraft:picked_up_minecraft:dark_oak_planks,0,0,154,0,0,7,0,1,0
stats_minecraft:picked_up_minecraft:dark_oak_sapling,0,16,196,0,0,12,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_sign,0,2,56,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_slab,0,0,798,1,0,2,0,4,0
stats_minecraft:picked_up_minecraft:dark_oak_stairs,0,0,307,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_oak_trapdoor,0,0,77,0,0,0,0,0,4
stats_minecraft:picked_up_minecraft:dark_oak_wood,0,0,2,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dark_prismarine,0,0,0,0,0,0,0,0,8
stats_minecraft:picked_up_minecraft:daylight_detector,0,0,0,18,0,0,0,0,1
stats_minecraft:picked_up_minecraft:dead_bush,0,0,47,1,0,0,0,0,9
stats_minecraft:picked_up_minecraft:deepslate,0,0,0,300,0,0,0,0,113
stats_minecraft:picked_up_minecraft:deepslate_bricks,0,0,0,21,0,0,0,0,0
stats_minecraft:picked_up_minecraft:deepslate_gold_ore,0,0,0,9,0,0,0,0,0
stats_minecraft:picked_up_minecraft:deepslate_iron_ore,0,0,0,19,0,0,0,0,0
stats_minecraft:picked_up_minecraft:deepslate_lapis_ore,0,0,0,2,0,0,0,0,1
stats_minecraft:picked_up_minecraft:deepslate_redstone_ore,0,0,0,30,0,0,0,0,14
stats_minecraft:picked_up_minecraft:deepslate_tiles,0,0,0,23,0,0,0,0,10
stats_minecraft:picked_up_minecraft:detector_rail,0,3,3,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:diamond,36,40,126,141,0,41,0,42,24
stats_minecraft:picked_up_minecraft:diamond_axe,5,0,2,7,0,0,0,8,0
stats_minecraft:picked_up_minecraft:diamond_boots,0,0,0,0,0,0,0,18,4
stats_minecraft:picked_up_minecraft:diamond_chestplate,0,0,0,2,0,0,0,15,0
stats_minecraft:picked_up_minecraft:diamond_helmet,0,0,0,0,0,0,0,14,8
stats_minecraft:picked_up_minecraft:diamond_hoe,0,0,0,0,0,0,0,0,3
stats_minecraft:picked_up_minecraft:diamond_horse_armor,0,0,0,1,0,1,0,0,0
stats_minecraft:picked_up_minecraft:diamond_leggings,0,0,0,1,0,0,0,13,0
stats_minecraft:picked_up_minecraft:diamond_ore,0,0,0,18,0,0,0,0,4
stats_minecraft:picked_up_minecraft:diamond_pickaxe,6,0,0,10,1,3,1,16,15
stats_minecraft:picked_up_minecraft:diamond_shovel,0,0,0,5,0,0,0,2,12
stats_minecraft:picked_up_minecraft:diamond_sword,2,1,0,6,0,4,1,18,9
stats_minecraft:picked_up_minecraft:diorite,94,141,430,694,14,221,53,97,2095
stats_minecraft:picked_up_minecraft:diorite_stairs,0,2,0,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dirt,373,881,12923,7559,29,7443,55,322,11178
stats_minecraft:picked_up_minecraft:dispenser,0,0,0,5,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dragon_egg,0,0,0,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dragon_head,0,0,0,9,0,0,0,0,0
stats_minecraft:picked_up_minecraft:dripstone_block,0,1,241,8,0,3,0,10,3
stats_minecraft:picked_up_minecraft:dropper,0,0,0,4,0,0,0,0,1
stats_minecraft:picked_up_minecraft:egg,11,47,335,15,3,63,0,48,27
stats_minecraft:picked_up_minecraft:elytra,0,0,0,9,0,0,0,7,5
stats_minecraft:picked_up_minecraft:emerald,0,4,185,2187,0,51,0,341,27
stats_minecraft:picked_up_minecraft:enchanted_book,2,0,1,7,0,2,3,4,1
stats_minecraft:picked_up_minecraft:enchanted_golden_apple,0,0,0,0,0,1,0,0,0
stats_minecraft:picked_up_minecraft:enchanting_table,0,0,7,0,0,0,0,2,0
stats_minecraft:picked_up_minecraft:end_rod,4,0,0,2,0,0,0,0,0
stats_minecraft:picked_up_minecraft:end_stone,278,0,0,2123,0,0,0,0,0
stats_minecraft:picked_up_minecraft:end_stone_bricks,0,0,0,78,0,0,0,0,0
stats_minecraft:picked_up_minecraft:ender_chest,7,0,0,109,0,0,2,5,2
stats_minecraft:picked_up_minecraft:ender_eye,3,0,0,9,0,0,0,4,0
stats_minecraft:picked_up_minecraft:ender_pearl,107,0,0,807,0,9,25,0,11
stats_minecraft:picked_up_minecraft:exposed_copper,0,0,0,0,0,2,0,0,0
stats_minecraft:picked_up_minecraft:feather,1,23,52,3,0,12,0,0,2
stats_minecraft:picked_up_minecraft:filled_map,0,0,1,5,0,23,0,0,3
stats_minecraft:picked_up_minecraft:fire_charge,0,0,5,19,0,3,0,0,0
stats_minecraft:picked_up_minecraft:firework_rocket,0,0,0,112,0,0,0,312,41
stats_minecraft:picked_up_minecraft:fishing_rod,0,0,0,1,0,2,0,0,0
stats_minecraft:picked_up_minecraft:fletching_table,0,0,0,11,0,0,0,0,0
stats_minecraft:picked_up_minecraft:flint,5,1,84,112,0,12,1,85,99
stats_minecraft:picked_up_minecraft:flint_and_steel,0,0,3,7,0,0,0,2,13
stats_minecraft:picked_up_minecraft:flower_pot,0,1,34,4,0,0,0,0,0
stats_minecraft:picked_up_minecraft:flowering_azalea,0,0,0,0,0,20,0,0,0
stats_minecraft:picked_up_minecraft:flowering_azalea_leaves,0,0,0,0,0,28,0,0,0
stats_minecraft:picked_up_minecraft:furnace,1,1,35,76,0,7,0,5,5
stats_minecraft:picked_up_minecraft:ghast_tear,0,0,0,6,0,0,0,0,0
stats_minecraft:picked_up_minecraft:gilded_blackstone,0,0,0,4,0,0,0,0,0
stats_minecraft:picked_up_minecraft:glass,0,0,49,1925,0,1,0,1477,137
stats_minecraft:picked_up_minecraft:glass_bottle,0,4,20,1228,0,0,1,26,37
stats_minecraft:picked_up_minecraft:glistering_melon_slice,0,0,22,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:glow_berries,0,0,6,38,2,51,0,1,0
stats_minecraft:picked_up_minecraft:glow_ink_sac,1,7,43,169,0,6,0,0,56
stats_minecraft:picked_up_minecraft:glow_item_frame,0,0,0,2,0,0,0,0,0
stats_minecraft:picked_up_minecraft:glow_lichen,0,5,5,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:glowstone_dust,0,2,2,144,0,3,0,49,130
stats_minecraft:picked_up_minecraft:gold_block,0,2,7,76,0,14,0,53,8
stats_minecraft:picked_up_minecraft:gold_ingot,23,0,254,1414,0,26,0,62,8
stats_minecraft:picked_up_minecraft:gold_nugget,577,0,131,4470,0,57,0,6158,1583
stats_minecraft:picked_up_minecraft:gold_ore,0,0,0,16,0,0,0,0,0
stats_minecraft:picked_up_minecraft:golden_apple,0,1,1,1,1,1,2,0,0
stats_minecraft:picked_up_minecraft:golden_axe,0,0,0,0,0,1,0,0,1
stats_minecraft:picked_up_minecraft:golden_boots,1,1,5,1,0,0,0,1,0
stats_minecraft:picked_up_minecraft:golden_carrot,8,0,50,332,40,256,0,78,0
stats_minecraft:picked_up_minecraft:golden_chestplate,0,1,6,1,0,1,0,1,2
stats_minecraft:picked_up_minecraft:golden_helmet,0,0,1,2,0,0,0,13,2
stats_minecraft:picked_up_minecraft:golden_hoe,0,0,3,0,0,0,0,0,1
stats_minecraft:picked_up_minecraft:golden_horse_armor,0,0,1,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:golden_leggings,1,0,3,0,0,0,0,1,2
stats_minecraft:picked_up_minecraft:golden_pickaxe,0,0,0,0,0,1,0,0,0
stats_minecraft:picked_up_minecraft:golden_shovel,0,0,0,0,0,1,0,0,0
stats_minecraft:picked_up_minecraft:golden_sword,52,0,12,417,0,1,0,593,50
stats_minecraft:picked_up_minecraft:granite,60,57,336,767,0,370,13,149,987
stats_minecraft:picked_up_minecraft:grass,0,9,37,3,0,89,0,0,0
stats_minecraft:picked_up_minecraft:grass_block,0,0,0,2,0,2,0,0,18
stats_minecraft:picked_up_minecraft:gravel,11,11,693,1142,7,144,3,19,4082
stats_minecraft:picked_up_minecraft:gray_bed,0,0,0,49,1,0,0,0,5
stats_minecraft:picked_up_minecraft:gray_carpet,1,4,33,2,0,0,0,0,1
stats_minecraft:picked_up_minecraft:gray_dye,0,0,12,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:gray_shulker_box,0,0,0,27,0,0,0,0,4
stats_minecraft:picked_up_minecraft:gray_wool,0,15,84,16,0,0,1,0,6
stats_minecraft:picked_up_minecraft:green_bed,0,0,1,14,0,85,0,0,0
stats_minecraft:picked_up_minecraft:green_carpet,0,0,6,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:green_dye,0,0,1,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:green_shulker_box,0,0,0,15,0,0,0,0,0
stats_minecraft:picked_up_minecraft:green_stained_glass,0,0,33,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:green_wool,0,0,7,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:grindstone,0,0,3,21,0,0,0,2,0
stats_minecraft:picked_up_minecraft:gunpowder,14,37,44,492,4,39,7,127,20
stats_minecraft:picked_up_minecraft:hay_block,16,1,4,160,1,240,1,0,1
stats_minecraft:picked_up_minecraft:heart_of_the_sea,0,0,0,0,0,2,0,0,0
stats_minecraft:picked_up_minecraft:heavy_weighted_pressure_plate,0,0,1,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:honey_block,0,0,0,1,0,0,0,0,0
stats_minecraft:picked_up_minecraft:honey_bottle,0,0,3,132,0,0,0,0,0
stats_minecraft:picked_up_minecraft:honeycomb,0,3,0,69,3,6,0,0,0
stats_minecraft:picked_up_minecraft:hopper,0,0,5,572,0,3,0,4,22
stats_minecraft:picked_up_minecraft:ice,0,0,0,920,0,0,0,0,0
stats_minecraft:picked_up_minecraft:ink_sac,0,22,96,5,5,9,0,31,464
stats_minecraft:picked_up_minecraft:iron_axe,2,4,13,19,3,3,3,17,10
stats_minecraft:picked_up_minecraft:iron_bars,2,0,101,19,0,0,1,14,0
stats_minecraft:picked_up_minecraft:iron_block,0,1,0,439,0,0,0,0,0
stats_minecraft:picked_up_minecraft:iron_boots,9,2,4,9,2,1,10,1,2
stats_minecraft:picked_up_minecraft:iron_chestplate,5,3,6,6,10,1,5,1,5
stats_minecraft:picked_up_minecraft:iron_door,1,0,0,9,0,0,4,4,0
stats_minecraft:picked_up_minecraft:iron_helmet,13,2,8,6,2,1,15,1,6
stats_minecraft:picked_up_minecraft:iron_hoe,0,0,1,1,0,1,0,0,0
stats_minecraft:picked_up_minecraft:iron_horse_armor,0,0,1,1,0,0,0,0,1
stats_minecraft:picked_up_minecraft:iron_ingot,87,11,813,969,68,38,6,500,6
stats_minecraft:picked_up_minecraft:iron_leggings,13,1,5,5,4,1,13,4,10
stats_minecraft:picked_up_minecraft:iron_nugget,0,0,145,82,0,110,0,32,0
stats_minecraft:picked_up_minecraft:iron_ore,0,0,0,80,0,0,0,0,44
stats_minecraft:picked_up_minecraft:iron_pickaxe,16,11,32,9,2,1,10,3,5
stats_minecraft:picked_up_minecraft:iron_shovel,3,0,8,6,0,2,0,0,2
stats_minecraft:picked_up_minecraft:iron_sword,13,5,24,5,0,2,6,0,7
stats_minecraft:picked_up_minecraft:iron_trapdoor,0,0,11,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:item_frame,0,2,28,2,0,15,0,0,1
stats_minecraft:picked_up_minecraft:jack_o_lantern,0,1,6,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:jukebox,0,1,0,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:jungle_boat,0,0,5,0,0,0,0,0,1
stats_minecraft:picked_up_minecraft:jungle_button,0,0,5,0,0,0,0,0,4
stats_minecraft:picked_up_minecraft:jungle_door,0,0,12,13,0,7,0,0,0
stats_minecraft:picked_up_minecraft:jungle_fence,0,0,0,0,0,32,0,0,1
stats_minecraft:picked_up_minecraft:jungle_fence_gate,0,0,0,0,0,8,0,0,0
stats_minecraft:picked_up_minecraft:jungle_log,0,0,1069,1,0,252,0,0,363
stats_minecraft:picked_up_minecraft:jungle_planks,0,0,116,0,0,36,0,2,121
stats_minecraft:picked_up_minecraft:jungle_sapling,0,0,6,0,0,48,0,0,30
stats_minecraft:picked_up_minecraft:jungle_sign,0,0,0,2,0,0,0,1,0
stats_minecraft:picked_up_minecraft:jungle_slab,0,4,65,0,0,28,0,0,67
stats_minecraft:picked_up_minecraft:jungle_stairs,0,1,49,0,0,4,0,0,0
stats_minecraft:picked_up_minecraft:jungle_trapdoor,0,0,62,0,0,23,0,0,0
stats_minecraft:picked_up_minecraft:jungle_wood,0,0,3,0,0,0,0,0,0
stats_minecraft:picked_up_minecraft:kelp,267,18,5,953,0,289,0,1455,87
stats_minecraft:picked_up_minecraft:ladder,12,0,11,185,4,1,14,321,774
stats_minecraft:picked_up_minecraft:lantern,0,0,69,5,0,10,0,13,0
stats_minecraft:picked_up_minecraft:lapis_block,0,0,0,0,0,0,0,16,0
stats_minecraft:picked_up_minecraft:lapis_lazuli,172,148,989,1126,0,369,33,613,118
stats_minecraft:picked_up_minecraft:lapis_ore,0,0,0,40,0,0,0,0,5
